id,question,concept,answer1,answer2
2076,My mother made tacos today and burritos yesterday for lunch so the _ were older.,,burritos,tacos
2077,My mother made tacos today and burritos yesterday for lunch so the _ were fresher.,,tacos,burritos
2078,"Christopher gave lessons to Michael , as _ had so little piano playing knowledge and experience.",,Michael,Christopher
2079,"Christopher gave lessons to Michael , as _ had so much piano playing knowledge and experience.",,Christopher,Michael
2080,"No one dared to criticize Maria 's performance, while they felt free to demonize Katrina, as _ was so timid to them.",,Katrina,Maria
2081,"No one dared to criticize Maria 's performance, while they felt free to demonize Katrina, as _ was so intimidating to them.",,Maria,Katrina
2082,"Hunter had a disorder where they heard voices, whereas Neil did not, so _ took meds to deal with the voices.",,Hunter,Neil
2083,"Hunter had a disorder where they heard voices, whereas Neil did not, so _ did not take meds to deal with voices.",,Neil,Hunter
2084,"Josie likes reading books, horrors and biographies. Josie likes the _ because of the truths.",,biographies,horrors
2085,"Josie likes reading books, horrors and biographies. Josie likes the _ because of the scares.",,horrors,biographies
2086,The girl sewed a blanket instead of a mitten because the _ was less complicated.,,blanket,mitten
2087,The girl sewed a blanket instead of a mitten because the _ was more complicated.,,mitten,blanket
2088,"The government official was able to use the survey answers of Nick, but Nelson's answers were unusable because _ was being honest.",,Nick,Nelson
2089,"The government official was able to use the survey answers of Nick, but Nelson's answers were unusable because _ was being dishonest.",,Nelson,Nick
2090,The dictator gained power of the other country by using tanks rather than the planes because the _ were destroyed.,,planes,tanks
2091,The dictator gained power of the other country by using tanks rather than the planes because the _ were advanced.,,tanks,planes
2092,Brett drank several bottles of water every day while Neil drank several bottles of pop. _ was never dehydrated during the day.,,Brett,Neil
2093,Brett drank several bottles of water every day while Neil drank several bottles of pop. _ was often dehydrated during the day.,,Neil,Brett
2094,Tim decided to swap coffee with tea as he has read that tea contributes towards losing weight. The _ is the best option for losing weight.,,tea,coffee
2095,Tim decided to swap coffee with tea as he has read that tea contributes towards losing weight. The _ is not so good for losing weight.,,coffee,tea
2096,I smelled the cookies and wondered if mom was making oatmeal or chocolate chip.  I smelled melted chocolate so I ran down to get the _ cookies.,,chocolate chip,oatmeal
2097,I smelled the cookies and wondered if mom was making oatmeal or chocolate chip.  I smelled cinnamon so I ran down to get the _ cookies.,,oatmeal,chocolate chip
2098,"The woman swerved her bike to avoid the stroller but crashed into a wall, the _ was damaged.",,bike,stroller
2099,"The woman swerved her bike to avoid the stroller but crashed into a wall, the _ was unharmed.",,stroller,bike
2100,Nelson got a lien put on his house so Eric lent him some money which _ promised to pay back as soon as possible.,,Nelson,Eric
2101,Nelson got a lien put on his house so Eric lent him some money which _ expected to be paid back as soon as possible.,,Eric,Nelson
2102,"Since Betty is a lot less resourceful than Natalie, _ tends to save money easier.",,Natalie,Betty
2103,"Since Betty is a lot less resourceful than Natalie, _ tends to spend money easier.",,Betty,Natalie
2104,The job was found when a friend gave him a phone and a bus pass. The _ was older.,,phone,pass
2105,The job was found when a friend gave him a phone and a bus pass. The _ was temporary.,,pass,phone
2106,Samuel got onto Michael about how to clean despite the fact _ always helped clean the place.,,Michael,Samuel
2107,Samuel got onto Michael about how to clean despite the fact _ never helped clean the place.,,Samuel,Michael
2108,Ben went to a restaurant and was stuck between ordering ginger or peppermint tea. He chose the _ because he liked the bitterness.,,ginger,mint
2109,Ben went to a restaurant and was stuck between ordering ginger or peppermint tea. He chose the _ because he liked the freshness.,,mint,ginger
2110,You will see lots of weeds in the yard of Matthew but none in the yard of Aaron as _ loves outside work.,,Aaron,Matthew
2111,You will see lots of weeds in the yard of Matthew but none in the yard of Aaron as _ hates outside work.,,Matthew,Aaron
2112,Jesse was learning to parallel park when he hit the gas pedal so hard he hit the car behind him and got out to check on the _ .,,car,gas pedal
2113,Jesse was learning to parallel park when he hit the gas pedal so hard he hit the car behind him and removed his foot from the _ .,,gas pedal,car
2114,Cynthia got a much better score on their math test than Rebecca. _ took the time to study for it.,,Cynthia,Rebecca
2115,Cynthia got a much better score on their math test than Rebecca. _ didn't take the time to study for it.,,Rebecca,Cynthia
2116,"Mary sat still while Victoria listened to her chest. The diagnosis was dengue fever, which surprised _ as she hadn't found this in patients.",,Victoria,Mary
2117,"Mary sat still while Victoria listened to her chest. The diagnosis was dengue fever, which surprised _ as she was a homebody.",,Mary,Victoria
2118,"Nick was less of a sports fan than Derrick, so _ rarely attended basketball games.",,Nick,Derrick
2119,"Nick was less of a sports fan than Derrick, so _ often attended basketball games.",,Derrick,Nick
2120,The fact is dating can be difficult if one wants to from friends to couple. People should always be respectful of the _ truth they may want to stay.,,difficult,fact
2121,The fact is dating can be difficult if one wants to from friends to couple. People should always be respectful of the _ they may want to stay friends.,,fact,difficult
2122,"Elena hated the smell of that soap compared to Laura, because _ had good memories from that smell.",,Laura,Elena
2123,"Elena hated the smell of that soap compared to Laura, because _ had bad memories from that smell.",,Elena,Laura
2124,The goat was trying to cross some water but she could only make it past the lake and not the river because the _ was too deep.,,river,lake
2125,The goat was trying to cross some water but she could only make it past the lake and not the river because the _ was shallow.,,lake,river
2126,"Marilyn was usually a casual dresser, but since the wedding was formal, she knew the _ dress she bought would be inappropriate.",,casual,formal
2127,"Marilyn was usually a casual dresser, but since the wedding was formal, she knew the _ dress she bought would be appropriate.",,formal,casual
2128,"The damage in Hawaii was worse than the destruction in Japan, because the _ was from a weaker earthquake.",,destruction,damage
2129,"The damage in Hawaii was worse than the destruction in Japan, because the _ was from a stronger earthquake.",,damage,destruction
2130,Jill poured the entire bag of flour into the mixing bowl until the _ was full.,,bowl,bag
2131,Jill poured the entire bag of flour into the mixing bowl until the _ was empty.,,bag,bowl
2132,Gem went to get new supplies for her hamster and she found snacks and exercise balls She chose the _ because her hamster was fat.,,exercise balls,snacks
2133,Gem went to get new supplies for her hamster and she found snacks and exercise balls She chose the _ because her hamster was skinny.,,snacks,exercise balls
2134,"Doris wished she had gone to the rock concert rather than the art show, because the _ was exciting.",,rock concert,art show
2135,"Doris wished she had gone to the rock concert rather than the art show, because the _ was boring.",,art show,rock concert
2136,Learn to crochet was something Victoria learned at an early age but not Emily. _ is able to knit a sweater.,,Victoria,Emily
2137,Learn to crochet was something Victoria learned at an early age but not Emily. _ is able to buy a sweater.,,Emily,Victoria
2138,Carrie had a warehouse job while Felicia had an office job. _ had trouble with their lower back.,,Carrie,Felicia
2139,Carrie had a warehouse job while Felicia had an office job. _ had no issues with their lower back.,,Felicia,Carrie
2140,"Spongebob decided between a pineapple and a rock to live under the sea, but the _ was just wrong.",,rock,pineapple
2141,"Spongebob decided between a pineapple and a rock to live under the sea, but the _ was just right.",,pineapple,rock
2142,"The woman got the blouse instead of the shirt, because the _ was a less fitting size.",,shirt,blouse
2143,"The woman got the blouse instead of the shirt, because the _ was a more fitting size.",,blouse,shirt
2144,"To avoid separation, Randy followed closely behind Kyle because _ was very familiar with the area.",,Kyle,Randy
2145,"To avoid separation, Randy followed closely behind Kyle because _ was new to the area.",,Randy,Kyle
2146,"The police were looking for Neil and not Nelson, by reason that _ was a wanted person.",,Neil,Nelson
2147,"The police were looking for Neil and not Nelson, by reason that _ was an unwanted person.",,Nelson,Neil
2148,James was able to get more slices from the cakes than expected. The _ are small.,,slices,cakes
2149,James was able to get more slices from the cakes than expected. The _ are big.,,cakes,slices
2150,Elena accidentally spilled her coconut oil all over Amy which made _ feel very angry.,,Amy,Elena
2151,Elena accidentally spilled her coconut oil all over Amy which made _ feel very apologetic.,,Elena,Amy
2152,"In order to use the washer and dryer for laundry, Steve separated his laundry into dirty and wet, then he filled the _ with dirty laundry.",,washer,dryer
2153,"In order to use the washer and dryer for laundry, Steve separated his laundry into dirty and wet, then he filled the _ with wet laundry.",,dryer,washer
2154,Joe added the cloves to the dinner instead of the peppers because he liked the way the _ tasted.,,cloves,peppers
2155,Joe added the cloves to the dinner instead of the peppers because he disliked the way the _ tasted.,,peppers,cloves
2156,Cynthia prefers a gas grill while Monica does not because _ doesn't like the smoky flavor of a charcoal grill.,,Cynthia,Monica
2157,Cynthia prefers a gas grill while Monica does not since _ likes the smoky flavor of a charcoal grill.,,Monica,Cynthia
2158,Developing good study habits came easier to Neil than Benjamin because _ did not have a lot of self discipline.,,Benjamin,Neil
2159,Developing good study habits came easier to Neil than Benjamin because _ had a lot of self discipline.,,Neil,Benjamin
2160,Dennis has to always watch cholesterol levels unlike Kyle because _ was advised by the doctor.,,Dennis,Kyle
2161,Dennis never has to watch cholesterol levels unlike Kyle because _ was advised by the doctor.,,Kyle,Dennis
2162,The problem at the conference could not be accurately identified because the _ was complex.,,problem,conference
2163,The problem at the conference could not be accurately identified because the _ was simple.,,conference,problem
2164,"Daphne got herself a cloak and a bodysuit for her Raven costume, and she thought the _ made her look mysterious.",,cloak,bodysuit
2165,"Daphne got herself a cloak and a bodysuit for her Raven costume, and she thought the _ made her look skinny.",,bodysuit,cloak
2166,The poses in Yoga are easier for Kenneth compared to Ryan because _ is limber.,,Kenneth,Ryan
2167,The poses in Yoga are easier for Kenneth compared to Ryan because _ is stiff.,,Ryan,Kenneth
2168,"I grilled the steak for too long, but not the chicken breast so the _ ended up dry.",,steak,chicken breast
2169,"I grilled the steak for too long, but not the chicken breast so the _ ended up juicy.",,chicken breast,steak
2170,"Betty asked Jessica when the roses would bloom, because _ had little knowledge about flowers.",,Betty,Jessica
2171,"Betty asked Jessica when the roses would bloom, because _ had extensive knowledge about flowers.",,Jessica,Betty
2172,I tried to clean the pipe with the brush but I couldn't because the _ was too small.,,pipe,brush
2173,I tried to clean the pipe with the brush but I couldn't because the _ was too big.,,brush,pipe
2174,Jacob was satisfied with the soda but was unsatisfied with the sherbet because the _ was tasty.,,soda,sherbet
2175,Jacob was satisfied with the soda but was unsatisfied with the sherbet because the _ was strange.,,sherbet,soda
2176,"While having a discussion about what to make for dinner, Leslie suggested making rice; Joseph preferred pasta. _ agreed to make rice instead.",,Joseph,Leslie
2177,"While having a discussion about what to make for dinner, Leslie suggested making rice; Joseph preferred pasta. _ agreed to make pasta instead.",,Leslie,Joseph
2178,"I despise the system in place now at college compared to the program at school, because the _ is horrendous.",,system,program
2179,"I despise the system in place now at college compared to the program at school, because the _ is simple.",,program,system
2180,"Samuel always wore a condom when the met a new lover, but Craig rarely ever wore on. _ caught genital warts from a dirty girl.",,Craig,Samuel
2181,"Samuel always wore a condom when the met a new lover, but Craig rarely ever wore on. _ never contracted genital warts from a dirty girl.",,Samuel,Craig
2182,"I used an ax to chop down a tree, but had to get a bigger ax because the _ was too thick.",,tree,ax
2183,"I used an ax to chop down a tree, but had to get a bigger ax because the _ was too small.",,ax,tree
2184,"Kayla brought something from Lindsey in the store, because _ wanted to sell it and so it was brought.",,Lindsey,Kayla
2185,"Kayla brought something from Lindsey in the store, because _ wanted to buy it and so it was brought.",,Kayla,Lindsey
2186,The orthodontist complimented Christopher and not Jason as _ remembers to brush and floss his teeth daily.,,Christopher,Jason
2187,The orthodontist complimented Christopher and not Jason as _ forgetss to brush and floss his teeth daily.,,Jason,Christopher
2188,The film was only playing during the weekday or over the weekend. We went on the _ because everyone was at work and it was less crowded.,,weekday,weekend
2189,The film was only playing during the weekday or over the weekend. We went on the _ even though everyone was off work and it was more crowded.,,weekend,weekday
2190,Carrie went to the vet more often than Rebecca because _ had more puppies in their care.,,Carrie,Rebecca
2191,Carrie went to the vet more often than Rebecca because _ had less puppies in their care.,,Rebecca,Carrie
2192,"Her appointment to get her hair done was at 5:00, but she needed to catch the 4:30 train.  The _ was early, so she arrived with plenty of time.",,train,appointment
2193,"Her appointment to get her hair done was at 5:00, but she needed to catch the 4:30 train.  The _ was late, so she arrived with plenty of time.",,appointment,train
2194,"Neil is determined to overcome his laziness and help Matthew do yard work, because _ is struggling outside.",,Matthew,Neil
2195,"Neil is determined to overcome his laziness and help Matthew do yard work, but _ is struggling to get up.",,Neil,Matthew
2196,"In order to have a higher effect, Ben could change the lighting or music. He chose the _ because it was invisible.",,music,lighting
2197,"In order to have a higher effect, Ben could change the lighting or music. He chose the _ because it was visible.",,lighting,music
2198,The barber tried to use the chemical to wash the smell out of the man's hair but the _ was too weak.,,chemical,smell
2199,The barber tried to use the chemical to wash the smell out of the man's hair but the _ was too strong.,,smell,chemical
2200,"Mary purchased new swimwear for her daughter, but did not need to buy shorts, because her daughter had outgrown the _ .",,swimwear,shorts
2201,"Mary purchased new swimwear for her daughter, but did not need to buy shorts, because her daughter still fit in the _ .",,shorts,swimwear
2202,"Christine is opening an organic store and asks if Rachel wants to work for her, because _ needs a job.",,Rachel,Christine
2203,"Christine is opening an organic store and asks if Rachel wants to work for her, because _ needs employees.",,Christine,Rachel
2204,"In order to prune the flowers in his garden outside, Ted looked down at his shovel and his shears and picked up the _ .",,shears,shovel
2205,"In order to transplant the flowers in his garden outside, Ted looked down at his shovel and his shears and picked up the _ .",,shovel,shears
2206,The daughter of Tanya was more embarrassed than Angela's daughter because _ yelled at her in public.,,Tanya,Angela
2207,The daughter of Tanya was more embarrassed than Angela's daughter because _ talked to her in private.,,Angela,Tanya
2208,"I couldn't decide what jewelry to wear, should I go with the emerald or sapphire?  My outfit was blue, so I chose the _ .",,sapphire,emerald
2209,"I couldn't decide what jewelry to wear, should I go with the emerald or sapphire?  My outfit was green, so I chose the _ .",,emerald,sapphire
2210,James found out some stain on his teeth even after using the brush. The _ is weak.,,brush,stain
2211,James found out some stain on his teeth even after using the brush. The _ is tough.,,stain,brush
2212,The man grabbed the rake instead of the broom to knock the ball off of the roof because the _ was shorter.,,broom,rake
2213,The man grabbed the rake instead of the broom to knock the ball off of the roof because the _ was longer.,,rake,broom
2214,It took a long time for Mary to heal from her fallout with Tanya as _ was just more resilient.,,Tanya,Mary
2215,It took a long time for Mary to heal from her fallout with Tanya as _ was just more sensitive.,,Mary,Tanya
2216,"The plane had to arrive after the helicopter, so the _ delayed leaving immediately to time the arrivals right.",,plane,helicopter
2217,"The plane had to arrive after the helicopter, so the _ was leaving immediately to time the arrivals right.",,helicopter,plane
2218,"Adam owns three cats, while Benjamin has none, so it is more likely that _ is the animal hater.",,Benjamin,Adam
2219,"Adam owns three cats, while Benjamin has none, so it is more likely that _ is the animal lover.",,Adam,Benjamin
2220,"The brush Laura gave to Jessica was a family heirloom, so _ put it in a shadow box.",,Jessica,Laura
2221,"The brush Laura accepted from Jessica was a family heirloom, so _ put it in a shadow box.",,Laura,Jessica
2222,"Neil has recently gotten hepatitis A and asks for Kevin's advice, because _ has already had hepatitis.",,Kevin,Neil
2223,"Neil has recently gotten hepatitis A and asks for Kevin's advice, because _ has never had hepatitis.",,Neil,Kevin
2224,The dye showed up on Maria's hair more than Megan's hair because _ had lighter hair.,,Maria,Megan
2225,The dye showed up on Maria's hair more than Megan's hair because _ had darker hair.,,Megan,Maria
2226,"Jeffrey's house was on fire and Lawrence put it out, later _ brought him a large gift as thanks.",,Jeffrey,Lawrence
2227,"Jeffrey's house was on fire and Lawrence put it out, later _ received a large gift as thanks.",,Lawrence,Jeffrey
2228,Pimples seemed to form more often for Rachel than Felicia because _ kept their face washed.,,Felicia,Rachel
2229,Pimples seemed to form more often for Rachel than Felicia because _ kept their face dirty.,,Rachel,Felicia
2230,Natalie was having an ant problem and hates bugs so called Elena for help since _ is fearful.,,Natalie,Elena
2231,Natalie was having an ant problem and hates bugs so called Elena for help since _ is fearless.,,Elena,Natalie
2232,Jessica couldn't use a hose to wash her car in the driveway because the _ was too long.,,driveway,hose
2233,Jessica couldn't use a hose to wash her car in the driveway because the _ was too short.,,hose,driveway
2234,"While the man modified the height of the bike, the boy rode the tricycle, because the _ was the correct height.",,tricycle,bike
2235,"While the man modified the height of the bike, the boy rode the tricycle, because the _ was the incorrect height.",,bike,tricycle
2236,Brett hated to wear socks and Ian did not because _ liked to let their feet breath.,,Brett,Ian
2237,Brett hated to wear socks and Ian did not because _ didn't care about letting their feet breath.,,Ian,Brett
2238,Cynthia loved to read fiction while Christine preferred non-fiction. _ thought Harry Potter was stupid.,,Christine,Cynthia
2239,Cynthia loved to read fiction while Christine preferred non-fiction. _ thought Harry Potter was magical.,,Cynthia,Christine
2240,Logan was Donald's new research assistant so _ tried to give the instructions that are necessary.,,Donald,Logan
2241,Logan was Donald's new research assistant so _ tried to follow the instructions they were given.,,Logan,Donald
2242,A barn will withstand winter very well but a shed will not because the _ is vulnerable.,,shed,barn
2243,A barn will withstand winter very well but a shed will not because the _ is insulated.,,barn,shed
2244,"SEO is work that Natalie performs sometimes, but Patricia never has, so _ is likely inferior with technology.",,Patricia,Natalie
2245,"SEO is work that Natalie performs sometimes, but Patricia never has, so _ is likely better with technology.",,Natalie,Patricia
2246,The farmer switched his pig feed from wheat to corn because the _ was more expensive.,,wheat,corn
2247,The farmer switched his pig feed from wheat to corn because the _ was cheaper.,,corn,wheat
2248,The dog was crying with the collar hurting its neck because the _ is small.,,collar,neck
2249,The dog was crying with the collar hurting its neck because the _ is big.,,neck,collar
2250,The retired person opted for the lounging chair in Mexico instead of the hammock as the _ was comfortable.,,lounging chair,hammock
2251,The retired person opted for the lounging chair in Mexico instead of the hammock as the _ was uncomfortable.,,hammock,lounging chair
2252,"The tastes of Ian make him like dark chocolate more than Brett who likes milk chocolate, so _ is more likely to be an adult.",,Ian,Brett
2253,"The tastes of Ian make him like dark chocolate more than Brett who likes milk chocolate, so _ is more likely to be a kid.",,Brett,Ian
2254,Adam turned on his computer to work on a plan for surprising Matthew because _ is a prankster.,,Adam,Matthew
2255,Adam turned on his computer to work on a plan for surprising Matthew because _ has a birthday coming up.,,Matthew,Adam
2256,"The single Monica did not envy Emily 's married life, as _ had lost her freedom.",,Emily,Monica
2257,"The single Monica did not envy Emily 's married life, as _ relished her freedom.",,Monica,Emily
2258,Jack was going to make a tuna sandwich but ended up eating a tuna salad. After burning the bread the _ was appetizing.,,salad,sandwich
2259,Jack was going to make a tuna sandwich but ended up eating a tuna salad. After burning the bread the _ was unappetizing.,,sandwich,salad
2260,Sunburn was a problem for Joseph but not for Donald because _ had very a very fair skin tone.,,Joseph,Donald
2261,Sunburn was a problem for Joseph but not for Donald because _ had very a very dark skin tone.,,Donald,Joseph
2262,"Carrie worked for a great company compared to Samantha, therefore _ received a lot more benefits.",,Carrie,Samantha
2263,"Carrie worked for a bad company compared to Samantha, therefore _ received a lot more benefits.",,Samantha,Carrie
2264,"When her dog got lost, Maria but up posters at the playground but not the pool because few people go to the _ these days.",,pool,playground
2265,"When her dog got lost, Maria but up posters at the playground but not the pool because many people go to the _ these days.",,playground,pool
2266,"At the mall on Friday, Laura paid Jennifer for the diamonds because _ was the vendor.",,Jennifer,Laura
2267,"At the mall on Friday, Laura paid Jennifer for the diamonds because _ was the customer.",,Laura,Jennifer
2268,"Liz was making a pizza with tomato sauce, cheese, pepperoni, and basil. The last thing she used was the _ .",,basil,tomato sauce
2269,"Liz was making a pizza with tomato sauce, cheese, pepperoni, and basil. The first thing she used was the _ .",,tomato sauce,basil
2270,The bucket was a better choice than the cup to carry water because the _ held less.,,cup,bucket
2271,The bucket was a better choice than the cup to carry water because the _ held more.,,bucket,cup
2272,"The man didn't want to get his rearview mirror replaced before the windshield, since the _ was dirtier.",,windshield,mirror
2273,"The man didn't want to get his rearview mirror replaced before the windshield, since the _ was cleaner.",,mirror,windshield
2274,"The plant withered in the garden but thrived in the field, as the _ had inadequate nutrients for it.",,garden,field
2275,"The plant withered in the garden but thrived in the field, as the _ had plentiful nutrients for it.",,field,garden
2276,"John thought his hand was broken, but it was actually his foot because the _ was straight.",,hand,foot
2277,"John thought his hand was broken, but it was actually his foot because the _ was bent.",,foot,hand
2278,All the players involved in playing cards had only two decks. The _ were too few.,,Cards,Decks
2279,All the players involved in playing cards had only two decks. The _ were not enough.,,Decks,Cards
2280,"I got sap in my hair and had an easy time getting it out, so we had to gently remove the _ off my head.",,sap,hair
2281,"I got sap in my hair and had a bad time getting it out, so we had to shave the _ off my head.",,hair,sap
2282,"Gavin reads a book before going to bed instead of watching TV, because the _ helps him stay awake.",,TV,book
2283,"Gavin reads a book before going to bed instead of watching TV, because the _ helps him fall asleep.",,book,TV
2284,Plucking the brow took longer for Elena compared to Katrina because _ had a thin brow.,,Katrina,Elena
2285,Plucking the brow took longer for Elena compared to Katrina because _ had a uni-brow.,,Elena,Katrina
2286,"Leslie likes iPhones while Justin likes the brand Samsung, _ will not purchase a new iPhone he dislikes the brand.",,Justin,Leslie
2287,"Leslie likes iPhones while Justin likes the brand Samsung, _ will purchase a new iPhone soon he likes the  brand.",,Leslie,Justin
2288,The shoes had more traction on the gym floor than on the grass because the _ was dry.,,floor,grass
2289,The shoes had more traction on the gym floor than on the grass because the _ was wet.,,grass,floor
2290,Katrina likes to keep moving whilst Angela likes to stay still because _ is calm.,,Angela,Katrina
2291,Katrina likes to keep moving whilst Angela likes to stay still because _ is restless.,,Katrina,Angela
2292,"That afternoon, after he fixed the bike handle with the glue, the _ came loose because it was meant for wood.",,glue,bike handle
2293,"That afternoon, after he fixed the bike handle with the glue, the _ came loose because it needed a stronger product.",,bike handle,glue
2294,"Adam blamed Steven for the poor communication and intel on the battlefield, because _ was not in charge of radio.",,Adam,Steven
2295,"Adam blamed Steven for the poor communication and intel on the battlefield, because _ broke the radio.",,Steven,Adam
2296,"Rebecca's toddler was a better eater than Kayla's, as a result of _ being spoiling her more.",,Kayla,Rebecca
2297,"Rebecca's toddler was a better eater than Kayla's, as a result of _ being spoiling her less.",,Rebecca,Kayla
2298,"I put the flowers in vases on the table, but they fell over. The _ were too small.",,vases,flowers
2299,"I put the flowers in vases on the table, but they fell over. The _ were too big.",,flowers,vases
2300,"When he was a toddler, my brother always picked the oranges out of fruit salad an only ate the strawberries since the _ were sour.",,oranges,strawberries
2301,"When he was a toddler, my brother always picked the oranges out of fruit salad an only ate the strawberries since the _ were sweet.",,strawberries,oranges
2302,Felicia unexpectedly made fried eggs for breakfast in the morning for Katrina and now _ owes a favor.,,Katrina,Felicia
2303,Felicia unexpectedly made fried eggs for breakfast in the morning for Katrina since _ owes a favor.,,Felicia,Katrina
2304,"Mary wanted to ease Rachel's pain, so _ asked to apply some pain medication to the area.",,Mary,Rachel
2305,"Mary wanted to ease Rachel's pain, so _ allowed them to apply some pain medication to the area.",,Rachel,Mary
2306,It was easier for us to pick the apples than the oranges because the _ were lower down in the trees.,,apples,oranges
2307,It was easier for us to pick the apples than the oranges because the _ were higher up in the trees.,,oranges,apples
2308,Brian needed to apply lotion more frequently than Adam due to _ 's naturally oily skin.,,Adam,Brian
2309,Brian needed to apply lotion more frequently than Adam due to _ 's naturally dry skin.,,Brian,Adam
2310,"Maria needed to study for their Master's Thesis while Angela partied so, _ missed their degree.",,Angela,Maria
2311,"Maria needed to study for their Master's Thesis while Angela partied so, _ got their degree.",,Maria,Angela
2312,"I couldn't decide if I wanted to drink cognac tonight, but when my choices were between cognac and beer, I stayed class and picked _ .",,cognac,beer
2313,"I couldn't decide if I wanted to drink cognac tonight, but when my choices were between cognac and beer, I stayed cheap and picked _ .",,beer,cognac
2314,Randy yelled at Dennis to stop and move out of the way because _ didn't notice the crane falling.,,Dennis,Randy
2315,Randy yelled at Dennis to stop and move out of the way because _ saw the crane falling.,,Randy,Dennis
2316,I sent a sick relative a card and a plant but he's allergic to the plant so the _ was thrown away.,,plant,card
2317,I sent a sick relative a card and a plant but he's allergic to the plant so the _ was kept.,,card,plant
2318,"Sarah started the car and then drove to pick of Jessica, because _ was providing a ride.",,Sarah,Jessica
2319,"Sarah started the car and then drove to pick of Jessica, because _ was needing a ride.",,Jessica,Sarah
2320,"The dog food outweighed the drink, hence James decided to add more drink because the _ is lighter.",,drink,food
2321,"The dog food outweighed the drink, hence James decided to add more drink because the _ is heavier.",,food,drink
2322,Monica needed a passport while Victoria did not because _ was traveling out of her country.,,Monica,Victoria
2323,Monica needed a passport while Victoria did not because _ was traveling within her country.,,Victoria,Monica
2324,Mr. Farmer's son noticed a hole in the wooden fence so he tried hitting a golf ball through it; he didn't realize that the _ was too tiny.,,hole,ball
2325,Mr. Farmer's son noticed a hole in the wooden fence so he tried hitting a golf ball through it; he didn't realize that the _ was too large.,,ball,hole
2326,"Christopher's carpet has few stains on it, while Randy's is very dirty. The carpet of _ is 1 year old.",,Christopher,Randy
2327,"Christopher's carpet has few stains on it, while Randy's is very dirty. The carpet of _ is 15 years old.",,Randy,Christopher
2328,"In order to clean his mess, the boy brought napkins and towels. However, the _ were too weak.",,napkins,towels
2329,"In order to clean his mess, the boy brought napkins and towels. However, the _ were too strong.",,towels,napkins
2330,"insects like butterflies are attracted to bright colors and not the dull colors, the _ are attractive.",,bright,dull
2331,"insects like butterflies are attracted to bright colors and not the dull colors, the _ are ugly.",,dull,bright
2332,Katrina trained Tanya to do aerobic exercise because _ wanted to be in great shape.,,Tanya,Katrina
2333,Katrina trained Tanya to do aerobic exercise because _ was a trainer in great shape.,,Katrina,Tanya
2334,"I cannot stand broccoli, so my wife tried frying it.  I liked it better soggy than crispy, so I ate the _ broccoli.",,soggy,crispy
2335,"I cannot stand broccoli, so my wife tried frying it.  I liked it better crispy than soggy, so I ate the _ broccoli.",,crispy,soggy
2336,Callie went on a liquid diet through a tube but was in pain because the _ is restrictive.,,diet,tube
2337,Callie went on a liquid diet through a tube but was in pain because the _ is painful.,,tube,diet
2338,"Tanya had to take a flight to a different country while Maria had to go down the street, so _ traveled by bike.",,Maria,Tanya
2339,"Tanya had to take a flight to a different country while Maria had to go down the street, so _ traveled by plane.",,Tanya,Maria
2340,Jim was happy to trade my desk for his computer.  He thinks the _ will work badly.,,computer,desk
2341,Jim was happy to trade my desk for his computer . He thinks the _ will work great.,,desk,computer
2342,"John's new chest he purchased for himself would not fit through his front doorway, the _ was too large.",,chest,doorway
2343,"John's new chest he purchased for himself would not fit through his front doorway, the _ was too small.",,doorway,chest
2344,"Eric always made rice with chicken, but Neil was bored of the same dish. _ decided not to cook anymore.",,Eric,Neil
2345,"Eric always made rice with chicken, but Neil was bored of the same dish. _ decided to cook instead.",,Neil,Eric
2346,"To clean my floors I use a broom and sometimes also use a mop, since I want to be quick today I am using the _ on the floor.",,broom,mop
2347,"To clean my floors I use a broom and sometimes also use a mop, since I want to be thorough today I am using the _ on the floor.",,mop,broom
2348,"We didn't like the consultant because he reccommended a car instead of a train, because the _ was expensive.",,car,train
2349,"We didn't like the consultant because he reccommended a car instead of a train, because the _ was cheap.",,train,car
2350,John threw a punch at the window and got it broken when fighting with Jill. The _ is weak.,,window,punch
2351,John threw a punch at the window and got it broken when fighting with Jill. The _ is strong.,,punch,window
2352,Joey bought some caramel glazing to use for bread decoration but the _ was too big.,,bread,glazing
2353,Joey bought some caramel glazing to use for bread decoration but the _ was not enough.,,glazing,bread
2354,Cynthia began crying at the end of a movie. and Victoria laughed loudly so the parents comforted _ .,,Cynthia,Victoria
2355,Cynthia began crying at the end of a movie. and Victoria laughed loudly so the parents reprimanded _ .,,Victoria,Cynthia
2356,"The dog was able to drink easily from the bowl, but not the pan, because the _ was short.",,bowl,pan
2357,"The dog was able to drink easily from the bowl, but not the pan, because the _ was tall.",,pan,bowl
2358,"Craig relies on public assistance, and Jeffrey does not. _ is living a tougher life.",,Craig,Jeffrey
2359,"Craig relies on public assistance, and Jeffrey does not. _ is living a more stable life.",,Jeffrey,Craig
2360,"Neil went online to receive his ordainment before Steven got married, because _ served as an officiant.",,Neil,Steven
2361,"Neil went online to receive his ordainment before Steven got married, because _ needed an officiant.",,Steven,Neil
2362,Jennifer is a real asshole but Katrina is not. _ has a lot of good friends.,,Katrina,Jennifer
2363,Jennifer is a real asshole but Katrina is not. _ has very few good friends.,,Jennifer,Katrina
2364,Nick bought a electric toothbrush for Eric and _ decided to buy one for themselves.,,Nick,Eric
2365,Nick received a electric toothbrush from Eric and _ decided to buy one for themselves.,,Eric,Nick
